date,variable,seriesNo,value
2020-07-01,Non-Metallic Mineral Products,1.23,25.759
2020-07-01,Basic Metals,1.24,75.333
2020-07-01,Fabricated Metal Products,1.25,84.751
2020-07-01,"Computer, Electronic & Optical Products",1.26,82.04
2020-07-01,Electrical Equipment,1.27,72.864
2020-07-01,Machinery & Equipment,1.28,70.213
2020-07-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,77.063
2020-07-01,Other Transport Equipment,1.30,38.869
2020-07-01,Furniture,1.31,42.524
2020-08-01,Total,1,81.285
2020-08-01,"Food, Beverage & Tobacco",1.1,95.492
2020-08-01,Wood And Of Products Of Wood And Cork,1.16,56.589
2020-08-01,Paper & Paper Products,1.17,302.704
2020-08-01,Printing And Reproduction Of Recorded Media,1.18,115.797
2020-08-01,Refined Petroleum Products,1.19,75.998
2020-08-01,Chemicals & Chemical Products,1.20,111.579
2020-08-01,Pharmaceuticals And Biological Products,1.21,140.233
2020-08-01,Rubber & Plastic Products,1.22,87.809
2020-08-01,Non-Metallic Mineral Products,1.23,48.94
2020-08-01,Basic Metals,1.24,98.745
2020-08-01,Fabricated Metal Products,1.25,98.439
2020-08-01,"Computer, Electronic & Optical Products",1.26,78.299
2020-08-01,Electrical Equipment,1.27,79.264
2020-08-01,Machinery & Equipment,1.28,58.671
2020-08-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,102.72
2020-08-01,Other Transport Equipment,1.30,37.688
2020-08-01,Furniture,1.31,67.788
2020-09-01,Total,1,94.47
2020-09-01,"Food, Beverage & Tobacco",1.1,94.457
2020-09-01,Wood And Of Products Of Wood And Cork,1.16,64.786
2020-09-01,Paper & Paper Products,1.17,325.692
2020-09-01,Printing And Reproduction Of Recorded Media,1.18,120.428
2020-09-01,Refined Petroleum Products,1.19,72.003
2020-09-01,Chemicals & Chemical Products,1.20,103.923
2020-09-01,Pharmaceuticals And Biological Products,1.21,238.186
2020-09-01,Rubber & Plastic Products,1.22,98.172
2020-09-01,Non-Metallic Mineral Products,1.23,68.052
2020-09-01,Basic Metals,1.24,101.809
2020-09-01,Fabricated Metal Products,1.25,108.4
2020-09-01,"Computer, Electronic & Optical Products",1.26,82.31
2020-09-01,Electrical Equipment,1.27,88.769
